PFTDPW,POMCPOW
-12.015915917382724,-8.601808104092735
-16.82384308251081,-5.2658987076882475
-20.73226299547325,-32.15539169592593
-44.25912904082649,-13.174130858836499
-7.4146697770094905,-7.588366981419736
-16.7805,-25.055667091350006
-26.647838196573154,-19.570330919387736
-4.695842200500001,-11.237817429425924
-14.065100931662544,-4.5
-32.098738419614484,-9.322466717672995
-7.8128714022147445,-8.193943342350003
-22.496826497084243,-6.77156408498333
-10.65807013423305,-8.953075775492765
-6.994344444147831,-17.577324283905003
-1.9371024450000007,-25.71832381019483
-9.211171043854423,-13.161555945000003
-15.821335247715005,-27.220667464232754
-13.562889030450004,-14.102181370775927
-22.95198442641974,-8.816014783277764
-18.016038299115007,-5.426510094425921
-30.760144278619496,-4.334188270910918
-5.250473176484996,-33.56871034466092
-17.12784365092273,-18.811333783277764
-19.792350000000006,-19.070354622748056
-18.321792335483334,-22.26406356820351
-15.988840157904734,-11.871337618277765
0.0,-30.57587302945499
-32.59599377378498,-31.211027195649546
-13.578969403400835,-5.583854918244152
-21.79165782747683,-20.292803159636918
-5.749901187493503,-13.29383962274805
-17.815618266903066,-5.933096123194138
-13.414169035775924,-26.071964547260926
-41.44462748221501,-14.035650686483335
-12.231735185561325,-11.14543509547325
-24.12719339242325,-24.235974084983333
-25.231500000000004,-12.397487305153053
-19.777465756370827,-6.75586491199282
-12.951060397942266,-32.12835407633334
-12.864317504114489,-3.4910640849833294
-5.214052980450001,-11.685473176484999
-7.002450000000001,-8.76537795322748
-10.108010659022996,-40.2991583734485
-5.987102445000001,-1.0294556604732454
-10.145919313727765,-2.3914845000000007
-1.7433922005000007,-6.374016224248052
-11.844853730483331,-30.67188028327777
-7.971615000000003,-6.835818626509491
-13.768238356449988,-11.957834702644192
-18.96050345976276,-2.251419529454988
-24.206831491500004,-2.827761908836497
-27.54087315381592,-26.769568408404737
-38.31546580248127,-8.895473176484996
-24.528510422769738,-5.594139727134149
-12.401312273000999,-7.971615000000003
-5.7820772549499875,-23.768683409115006
-12.696190157904736,-15.581518868244153
-31.58913922462776,-8.620286510874726
-18.675895492215005,-14.365200990309736
-26.79359827091092,-8.915616129979483
-7.123863336958243,-3.181791710473246
-8.757396724637749,-5.9680756214849975
-3.7863090849833294,-5.060428836958242
-16.562846225754065,-7.600847772748053
-20.3423689060515,-17.826484500000003
-11.1824340088365,-35.82400699784416
-34.95346627635001,-9.337782965098054
-11.239230718150413,-31.063210497443492
-14.615979435000003,-2.9028092264849965
-29.991190942993505,-21.167382234983336
-14.4473293588365,-4.236443047215002
-3.9007694438198257,-4.691308385575418
-6.813694332698332,-0.9265100944259209
-11.239977150000005,-28.683203843590427
-17.724407185321496,-11.066663906653053
-20.843184627405,-2.5015772549499866
-4.364597682405002,-15.118703619744156
-13.754633171915838,-37.080223868244154
-22.172817429425926,-9.342254402966748
-13.166557099446141,-3.6450000000000005
-23.22296064470363,-9.841500000000002
-23.354842198736918,-7.969137699421646
-3.3179945944259215,-12.161026156935
-18.804190621485,-15.751419529454989
-6.271247031959477,-31.92991077817364
-7.3835182444259235,-7.364363941350003
-22.538125576010476,-28.976891482215006
-31.384034072769744,-19.53441206543333
-11.049099590838143,-11.60595874644999
-7.3636125394259215,-25.052885915804993
-5.343934500000001,-15.430500000000002
-4.395473176484996,-7.924926676484998
-4.653913304949987,-13.895296867365152
-7.452450000000001,-10.987252242493504
-11.582618719963055,-22.606440285309734
-9.0514329141645,-5.426510094425921
-23.556661101500005,-30.61683041065732
-20.91701502863474,-5.979835247715003
-17.39346956718277,-6.243392200500001
-11.243008812063977,-20.98693509547325
-36.102481503260925,-15.773441604224256
-5.343934500000001,-8.124166550649154
-6.462291710473247,-21.69706433616983
-5.811307335000002,-14.876539379773492
-20.305932914164504,-15.069052980450001
-26.007326209336505,-11.800457683843504
-3.332630858836497,-11.002290349020075
-4.653913304949987,-18.136225555372715
-4.5,-15.589051182405004
-16.057094045873235,-14.94647113013474
-21.004269623297983,-10.22303452945499
-0.8338590849833288,-29.196499651439257
-18.005259226484995,-24.460509287878253
-26.174267390428234,-6.457008150000003
-6.608165997227532,-26.045732018244156
-10.126903500000003,-24.12549558335473
-13.59204045296675,-6.9105847489548795
-5.633669035775923,-9.544795060022997
-45.92015242733334,-24.903078250500005
-6.053347860973247,-11.634310703244154
-3.7863090849833294,-5.582102445000001
-13.842340250423234,-12.825425858836496
-12.68539136432474,-13.50107066047325
-11.911849717173974,-6.712018868244153
-25.09438075494999,-18.13681505695949
-7.918181635980803,-11.768859084983331
